transaction_id,date,client_id,montant,type_transaction,pays,statut_fraude
T000486,2023-09-03,C0200,25.88,virement,DE,0
T000487,2023-11-21,C0025,190.91,paiement,CN,0
T000488,2023-04-10,C0089,298.01,paiement,IN,0
T000489,2023-10-17,C0012,206.51,retrait,US,0
T000490,2023-06-29,C0143,151.13,virement,CN,0
T000491,2023-08-11,C0059,8.57,paiement,US,0
T000492,2023-09-07,C0154,691.48,virement,CN,0
T000493,2023-05-27,C0109,320.61,virement,DE,0
T000494,2023-04-06,C0026,69.29,achat_en_ligne,BR,0
T000495,2023-09-14,C0047,782.11,retrait,CN,0
T000496,2023-11-21,C0032,184.2,retrait,US,0
T000497,2023-01-04,C0010,174.66,retrait,US,0
T000498,2023-01-16,C0016,275.72,achat_en_ligne,IN,0
T000499,2023-10-07,C0199,334.02,achat_en_ligne,DE,0
T000500,2023-12-02,C0145,213.7,retrait,US,0
T000501,2023-09-04,C0151,27.42,achat_en_ligne,FR,0
T000502,2023-09-15,C0026,82.58,achat_en_ligne,BR,0
T000503,2023-06-09,C0086,526.45,achat_en_ligne,CN,0
T000504,2023-12-06,C0135,50.88,retrait,IN,0
T000505,2023-06-01,C0014,93.1,retrait,BR,0
T000506,2023-06-27,C0079,113.15,retrait,DE,0
T000507,2023-06-12,C0117,115.75,achat_en_ligne,IN,0
T000508,2023-02-02,C0007,189.83,retrait,CN,0
T000509,2023-06-28,C0137,573.21,achat_en_ligne,CN,0
T000510,2023-04-11,C0115,55.07,paiement,FR,0
T000511,2023-09-25,C0176,25.91,achat_en_ligne,DE,0
T000512,2023-11-19,C0072,44.0,virement,IN,0
T000513,2023-03-06,C0059,435.94,retrait,IN,0
T000514,2023-06-17,C0082,207.58,retrait,US,0
T000515,2023-11-26,C0116,67.35,virement,FR,0
T000516,2023-02-12,C0167,338.51,achat_en_ligne,FR,0
T000517,2023-02-13,C0146,395.19,paiement,IN,0
T000518,2023-10-12,C0187,374.83,virement,IN,0
T000519,2023-01-12,C0103,502.48,virement,BR,0
T000520,2023-04-05,C0017,58.13,achat_en_ligne,BR,0
T000521,2023-10-29,C0014,281.33,retrait,BR,0
T000522,2023-09-10,C0159,123.44,achat_en_ligne,FR,0
T000523,2023-08-30,C0152,369.03,virement,US,0
T000524,2023-02-04,C0108,260.75,virement,CN,0
T000525,2023-08-03,C0188,299.62,retrait,BR,0
T000526,2023-12-03,C0045,213.52,retrait,US,0
T000527,2023-03-31,C0098,39.06,retrait,DE,0
T000528,2023-09-21,C0131,157.5,achat_en_ligne,BR,0
T000529,2023-04-03,C0037,835.59,retrait,CN,0
T000530,2023-03-31,C0171,554.16,virement,DE,0
T000531,2023-04-25,C0168,8.83,virement,DE,0
T000532,2023-04-15,C0183,36.02,paiement,CN,0
T000533,2023-07-15,C0108,28.25,achat_en_ligne,BR,0
T000534,2023-11-10,C0039,258.91,paiement,FR,0
T000535,2023-04-24,C0015,340.51,virement,CN,0
T000536,2023-03-16,C0120,48.04,paiement,CN,0
T000537,2023-08-05,C0004,140.98,virement,CN,1
T000538,2023-10-04,C0093,367.4,paiement,DE,0
T000539,2023-09-06,C0153,263.95,retrait,US,1
T000540,2023-06-13,C0141,156.28,paiement,FR,1
T000541,2023-12-23,C0161,178.49,retrait,BR,0
T000542,2023-07-11,C0016,142.0,retrait,BR,0
T000543,2023-08-15,C0170,70.64,achat_en_ligne,US,0
T000544,2023-06-26,C0108,166.49,retrait,CN,0
T000545,2023-04-09,C0126,233.52,retrait,FR,0
T000546,2023-02-05,C0194,413.22,paiement,BR,0
T000547,2023-04-06,C0055,202.28,virement,IN,0
T000548,2023-06-01,C0170,286.36,achat_en_ligne,BR,0
T000549,2023-05-31,C0034,34.89,retrait,CN,0
T000550,2023-07-09,C0158,123.81,achat_en_ligne,IN,0
T000551,2023-08-12,C0013,1.88,paiement,US,0
T000552,2023-02-06,C0141,56.65,retrait,FR,0
T000553,2023-09-25,C0018,259.26,paiement,US,0
T000554,2023-07-02,C0160,960.97,achat_en_ligne,US,0
T000555,2023-01-13,C0096,20.89,paiement,FR,0
T000556,2023-10-06,C0123,102.66,achat_en_ligne,FR,0
T000557,2023-08-05,C0039,321.96,paiement,BR,0
T000558,2023-12-21,C0046,45.64,achat_en_ligne,BR,0
T000559,2023-12-27,C0029,161.97,virement,FR,0
T000560,2023-10-13,C0190,264.15,paiement,IN,0
T000561,2023-09-30,C0062,191.41,paiement,DE,0
T000562,2023-03-03,C0185,41.66,virement,BR,0
T000563,2023-03-25,C0016,87.82,virement,DE,1
T000564,2023-08-05,C0184,306.3,paiement,IN,0
T000565,2023-12-08,C0121,161.59,virement,FR,0
T000566,2023-07-06,C0010,1.05,retrait,IN,0
T000567,2023-01-19,C0158,286.25,achat_en_ligne,BR,0
T000568,2023-06-26,C0153,7.19,achat_en_ligne,US,0
T000569,2023-04-10,C0103,273.87,achat_en_ligne,FR,0
T000570,2023-08-21,C0084,45.25,retrait,CN,0
T000571,2023-03-17,C0133,634.37,virement,DE,1
T000572,2023-09-22,C0065,91.75,virement,IN,0
T000573,2023-10-11,C0177,79.18,paiement,FR,0
T000574,2023-07-25,C0003,32.24,virement,IN,0
T000575,2023-08-11,C0173,72.94,paiement,FR,0
T000576,2023-02-21,C0142,418.55,retrait,BR,0
T000577,2023-12-05,C0120,1121.75,achat_en_ligne,BR,0
T000578,2023-05-24,C0158,91.87,achat_en_ligne,BR,0
T000579,2023-03-10,C0068,119.06,achat_en_ligne,IN,0
T000580,2023-04-09,C0146,256.08,virement,CN,0
T000581,2023-01-25,C0190,434.66,paiement,BR,0
T000582,2023-02-22,C0037,179.81,paiement,FR,0
T000583,2023-05-31,C0153,99.36,retrait,BR,0
T000584,2023-05-24,C0176,106.42,virement,US,0
T000585,2023-02-26,C0193,237.89,retrait,BR,0
T000586,2023-02-08,C0181,0.64,paiement,IN,0
T000587,2023-04-19,C0073,193.3,paiement,CN,0
T000588,2023-06-30,C0143,87.85,achat_en_ligne,US,0
T000589,2023-02-11,C0049,316.17,virement,IN,0
T000590,2023-07-05,C0121,19.52,paiement,IN,0
T000591,2023-08-11,C0088,177.44,achat_en_ligne,IN,0
T000592,2023-05-02,C0196,131.16,virement,FR,0
T000593,2023-05-13,C0140,205.63,retrait,IN,0
T000594,2023-06-12,C0187,13.41,virement,FR,0
T000595,2023-08-03,C0037,173.49,virement,IN,0
T000596,2023-08-09,C0061,164.87,paiement,DE,0
T000597,2023-08-23,C0171,164.5,paiement,US,0
T000598,2023-11-27,C0124,185.01,virement,DE,0
T000599,2023-05-26,C0198,225.69,paiement,IN,0
T000600,2023-08-27,C0039,326.94,paiement,US,0
T000601,2023-03-17,C0184,62.89,paiement,US,0
T000602,2023-01-09,C0063,348.65,achat_en_ligne,CN,0
T000603,2023-03-15,C0046,137.93,achat_en_ligne,DE,0
T000604,2023-09-10,C0088,16.04,virement,CN,0
T000605,2023-08-18,C0011,12.07,paiement,US,0
T000606,2023-01-07,C0062,81.36,achat_en_ligne,FR,0
T000607,2023-06-23,C0077,307.33,virement,US,0
T000608,2023-05-21,C0153,245.98,paiement,CN,0
T000609,2023-06-17,C0199,310.81,retrait,DE,0
T000610,2023-06-19,C0052,145.66,paiement,IN,1
T000611,2023-10-10,C0004,116.03,paiement,IN,0
T000612,2023-05-02,C0059,31.91,achat_en_ligne,DE,0
T000613,2023-07-13,C0072,79.56,virement,IN,0
T000614,2023-01-05,C0148,113.84,virement,IN,0
T000615,2023-01-29,C0093,18.55,achat_en_ligne,CN,0
T000616,2023-06-14,C0063,49.85,paiement,DE,0
T000617,2023-12-05,C0054,182.37,retrait,BR,0
T000618,2023-05-16,C0117,266.11,paiement,FR,0
T000619,2023-12-31,C0110,1281.09,paiement,FR,0
T000620,2023-11-17,C0074,540.95,retrait,IN,0
T000621,2023-12-08,C0107,205.76,achat_en_ligne,FR,0
T000622,2023-05-25,C0057,109.38,virement,DE,0
T000623,2023-11-23,C0169,202.22,achat_en_ligne,DE,0
T000624,2023-08-05,C0003,308.03,achat_en_ligne,US,0
T000625,2023-10-28,C0120,25.19,paiement,US,0
T000626,2023-05-12,C0006,105.49,virement,FR,0
T000627,2023-10-19,C0005,366.27,virement,BR,0
T000628,2023-03-11,C0005,96.85,achat_en_ligne,US,0
T000629,2023-09-09,C0054,169.67,retrait,US,0
T000630,2023-10-02,C0047,177.23,achat_en_ligne,DE,0
T000631,2023-12-30,C0177,40.78,retrait,BR,0
T000632,2023-07-01,C0009,89.96,virement,IN,0
T000633,2023-06-16,C0099,81.45,achat_en_ligne,FR,0
T000634,2023-04-01,C0020,5.31,paiement,US,0
T000635,2023-07-21,C0122,4.9,achat_en_ligne,BR,0
T000636,2023-12-12,C0061,356.4,virement,BR,0
T000637,2023-01-19,C0123,63.79,paiement,FR,0
T000638,2023-02-08,C0163,145.99,paiement,BR,0
T000639,2023-05-06,C0178,70.97,retrait,BR,0
T000640,2023-06-22,C0082,564.96,paiement,BR,0
T000641,2023-05-21,C0062,60.03,paiement,US,0
T000642,2023-08-30,C0145,112.3,achat_en_ligne,FR,0
T000643,2023-08-08,C0003,412.29,virement,BR,0
T000644,2023-05-06,C0160,368.95,retrait,BR,0
T000645,2023-02-27,C0013,41.18,achat_en_ligne,US,0
T000646,2023-05-28,C0120,324.55,paiement,FR,0
T000647,2023-11-13,C0125,122.57,paiement,DE,0
T000648,2023-12-27,C0089,131.93,retrait,US,0
T000649,2023-01-01,C0073,28.65,virement,FR,0
T000650,2023-12-14,C0068,16.81,retrait,BR,0
T000651,2023-07-09,C0142,260.35,achat_en_ligne,FR,0
T000652,2023-07-10,C0101,137.22,retrait,FR,0
T000653,2023-11-08,C0098,114.84,paiement,IN,0
T000654,2023-04-27,C0011,261.5,achat_en_ligne,FR,0
T000655,2023-05-14,C0105,290.07,paiement,DE,0
T000656,2023-02-27,C0184,34.61,virement,FR,0
T000657,2023-02-13,C0067,188.44,paiement,DE,0
T000658,2023-06-22,C0123,29.09,paiement,BR,0
T000659,2023-06-09,C0029,278.36,retrait,DE,0
T000660,2023-06-22,C0137,213.98,paiement,BR,0
T000661,2023-11-13,C0195,627.53,achat_en_ligne,BR,0
T000662,2023-10-30,C0153,14.29,achat_en_ligne,DE,1
T000663,2023-05-29,C0076,11.75,virement,US,0
T000664,2023-03-21,C0170,66.31,achat_en_ligne,CN,0
T000665,2023-08-01,C0009,60.68,retrait,FR,0
T000666,2023-07-22,C0040,56.73,virement,IN,0
T000667,2023-09-09,C0025,473.43,achat_en_ligne,CN,0
T000668,2023-08-17,C0005,57.42,retrait,FR,0
T000669,2023-06-13,C0139,63.48,achat_en_ligne,FR,0
T000670,2023-08-15,C0187,284.92,achat_en_ligne,BR,0
T000671,2023-05-27,C0124,119.47,paiement,FR,0
T000672,2023-01-20,C0038,299.86,achat_en_ligne,IN,0
T000673,2023-02-16,C0072,13.52,achat_en_ligne,FR,0
T000674,2023-08-21,C0133,133.72,retrait,DE,0
T000675,2023-11-01,C0176,6.84,retrait,CN,1
T000676,2023-01-14,C0090,12.94,paiement,DE,0
T000677,2023-05-23,C0146,473.83,achat_en_ligne,IN,0
T000678,2023-01-01,C0198,29.99,paiement,FR,0
T000679,2023-02-23,C0037,152.04,achat_en_ligne,IN,1
T000680,2023-09-16,C0060,105.9,virement,BR,0
T000681,2023-05-24,C0176,85.34,virement,DE,0
T000682,2023-01-12,C0028,460.18,paiement,DE,0
T000683,2023-11-26,C0197,4.41,paiement,US,0
T000684,2023-08-12,C0081,218.0,paiement,FR,0
T000685,2023-09-29,C0114,661.51,retrait,BR,0
T000686,2023-12-24,C0040,164.27,retrait,DE,0
T000687,2023-06-05,C0045,552.36,retrait,DE,0
T000688,2023-01-08,C0062,10.73,paiement,BR,0
T000689,2023-05-02,C0093,108.53,achat_en_ligne,IN,0
T000690,2023-12-14,C0115,60.26,virement,IN,0
T000691,2023-06-13,C0186,262.48,paiement,FR,0
T000692,2023-03-31,C0067,795.82,retrait,US,0
T000693,2023-05-16,C0056,59.29,retrait,DE,0
T000694,2023-07-05,C0040,212.36,paiement,US,0
T000695,2023-11-12,C0098,44.15,paiement,IN,0
T000696,2023-06-27,C0040,166.63,retrait,IN,0
T000697,2023-01-28,C0091,124.7,achat_en_ligne,CN,0
T000698,2023-08-08,C0033,715.15,retrait,FR,0
T000699,2023-12-23,C0006,187.57,retrait,CN,0
T000700,2023-02-10,C0147,86.0,paiement,CN,0
T000701,2023-08-16,C0080,24.23,achat_en_ligne,CN,0
T000702,2023-07-11,C0168,32.8,retrait,FR,0
T000703,2023-05-25,C0092,51.06,retrait,FR,0
T000704,2023-07-20,C0097,57.79,virement,BR,0
T000705,2023-07-31,C0059,380.25,paiement,US,0
T000706,2023-08-08,C0059,164.75,virement,US,0
T000707,2023-08-28,C0048,148.21,virement,BR,1
T000708,2023-02-15,C0169,24.38,retrait,BR,0
T000709,2023-02-04,C0013,393.42,paiement,IN,0
T000710,2023-09-10,C0107,256.61,achat_en_ligne,CN,0
T000711,2023-03-23,C0045,14.01,retrait,BR,0
T000712,2023-09-13,C0089,246.09,achat_en_ligne,DE,0
T000713,2023-07-16,C0181,156.85,achat_en_ligne,US,0
T000714,2023-10-30,C0170,17.05,paiement,BR,0
T000715,2023-01-10,C0100,122.61,virement,DE,0
T000716,2023-11-08,C0191,132.6,paiement,DE,0
T000717,2023-10-13,C0155,36.25,achat_en_ligne,DE,0
T000718,2023-08-30,C0166,582.64,retrait,IN,0
T000719,2023-09-08,C0188,379.39,achat_en_ligne,IN,0
T000720,2023-12-31,C0007,221.14,retrait,DE,0
T000721,2023-01-05,C0133,124.09,retrait,IN,0
T000722,2023-04-29,C0045,106.13,paiement,CN,0
T000723,2023-10-16,C0058,210.52,achat_en_ligne,DE,0
T000724,2023-03-06,C0031,157.68,virement,CN,0
T000725,2023-05-26,C0023,12.86,achat_en_ligne,CN,0
T000726,2023-08-12,C0170,143.69,achat_en_ligne,DE,0
T000727,2023-08-27,C0138,328.4,virement,US,0
T000728,2023-06-26,C0160,122.96,paiement,DE,0
T000729,2023-09-24,C0107,10.67,achat_en_ligne,DE,0
T000730,2023-12-07,C0181,308.62,achat_en_ligne,IN,0
T000731,2023-10-09,C0158,44.97,retrait,DE,0
T000732,2023-03-04,C0039,59.85,achat_en_ligne,US,0
T000733,2023-08-05,C0159,35.99,virement,IN,0
T000734,2023-12-08,C0082,80.16,retrait,FR,0
T000735,2023-11-11,C0100,282.73,paiement,FR,0
T000736,2023-10-10,C0002,146.54,retrait,CN,0
T000737,2023-06-26,C0077,45.85,virement,CN,0
T000738,2023-04-08,C0012,420.47,virement,US,0
T000739,2023-04-15,C0039,423.36,retrait,BR,0
T000740,2023-04-09,C0194,408.94,paiement,FR,0
T000741,2023-11-07,C0013,54.57,retrait,CN,0
T000742,2023-01-06,C0046,120.02,paiement,FR,0
T000743,2023-07-16,C0155,839.8,retrait,US,0
T000744,2023-12-17,C0113,295.69,virement,US,0
T000745,2023-05-13,C0017,5.51,achat_en_ligne,BR,0
T000746,2023-12-24,C0104,13.49,achat_en_ligne,BR,0
T000747,2023-09-16,C0098,124.7,paiement,IN,0
T000748,2023-01-23,C0188,479.86,paiement,US,0
T000749,2023-02-22,C0192,154.74,paiement,CN,0
T000750,2023-06-14,C0088,137.76,virement,FR,0
T000751,2023-07-21,C0109,22.29,retrait,DE,0
T000752,2023-03-24,C0163,213.88,virement,BR,0
T000753,2023-05-25,C0070,345.31,achat_en_ligne,DE,1
T000754,2023-03-26,C0158,95.74,paiement,CN,0
T000755,2023-03-19,C0199,298.88,retrait,BR,0
T000756,2023-01-01,C0074,667.51,achat_en_ligne,DE,0
T000757,2023-02-20,C0063,45.57,achat_en_ligne,CN,0
T000758,2023-06-22,C0156,148.19,achat_en_ligne,FR,0
T000759,2023-07-24,C0060,67.69,virement,CN,0
T000760,2023-09-17,C0079,314.87,paiement,IN,1
T000761,2023-10-15,C0037,172.36,achat_en_ligne,BR,0
T000762,2023-02-03,C0022,201.34,paiement,US,0
T000763,2023-12-14,C0196,319.81,virement,FR,0
T000764,2023-04-05,C0148,100.83,achat_en_ligne,DE,0
T000765,2023-03-13,C0096,493.23,virement,BR,0
T000766,2023-02-08,C0068,152.3,virement,US,0
T000767,2023-06-03,C0192,34.38,paiement,CN,0
T000768,2023-09-07,C0017,238.08,achat_en_ligne,US,0
T000769,2023-06-11,C0012,315.26,virement,BR,0
T000770,2023-04-28,C0150,76.18,achat_en_ligne,BR,0
T000771,2023-09-16,C0145,389.23,paiement,IN,0
T000772,2023-11-02,C0138,473.2,virement,IN,0
T000773,2023-09-25,C0118,64.84,paiement,US,0
T000774,2023-02-23,C0193,821.14,achat_en_ligne,CN,0
T000775,2023-08-24,C0022,30.33,achat_en_ligne,US,1
T000776,2023-08-10,C0120,45.13,paiement,BR,0
T000777,2023-09-08,C0050,40.72,retrait,BR,0
T000778,2023-11-09,C0014,448.84,virement,DE,0
T000779,2023-04-22,C0192,212.43,achat_en_ligne,IN,0
T000780,2023-09-12,C0175,33.0,achat_en_ligne,DE,0
T000781,2023-10-30,C0029,116.08,virement,FR,0
T000782,2023-07-26,C0164,191.06,paiement,BR,0
T000783,2023-08-17,C0180,17.43,paiement,DE,0
T000784,2023-12-07,C0125,428.12,paiement,US,0
T000785,2023-03-07,C0007,325.52,retrait,IN,0
T000786,2023-03-16,C0029,140.72,retrait,IN,0
T000787,2023-04-13,C0139,683.02,achat_en_ligne,CN,0
T000788,2023-07-11,C0033,108.17,paiement,US,0
T000789,2023-09-09,C0134,828.42,virement,CN,0
T000790,2023-08-14,C0111,220.48,achat_en_ligne,DE,0
T000791,2023-10-21,C0079,201.39,virement,FR,0
T000792,2023-11-02,C0160,36.29,achat_en_ligne,US,0
T000793,2023-04-08,C0179,427.29,retrait,US,0
T000794,2023-12-04,C0058,111.54,achat_en_ligne,US,0
T000795,2023-10-13,C0026,35.4,retrait,CN,0
T000796,2023-12-01,C0174,2.54,achat_en_ligne,DE,0
T000797,2023-12-13,C0029,164.09,paiement,US,0
T000798,2023-11-04,C0004,149.9,virement,US,0
T000799,2023-09-06,C0099,254.13,paiement,IN,0
T000800,2023-06-15,C0141,441.92,achat_en_ligne,FR,0
T000801,2023-12-01,C0039,16.55,achat_en_ligne,IN,0
T000802,2023-01-30,C0015,262.98,achat_en_ligne,IN,0
T000803,2023-09-04,C0119,41.51,retrait,FR,0
T000804,2023-04-16,C0029,390.64,virement,DE,0
T000805,2023-02-20,C0157,341.92,virement,IN,0
T000806,2023-03-22,C0075,155.65,achat_en_ligne,DE,0
T000807,2023-05-13,C0116,247.74,achat_en_ligne,IN,0
T000808,2023-10-12,C0032,75.48,retrait,BR,0
T000809,2023-05-18,C0130,127.42,paiement,FR,0
T000810,2023-07-03,C0175,344.79,paiement,IN,0
T000811,2023-11-26,C0084,122.97,virement,BR,0
T000812,2023-09-30,C0022,88.57,retrait,CN,0
T000813,2023-12-06,C0027,136.33,achat_en_ligne,BR,0
T000814,2023-03-10,C0195,352.34,virement,US,0
T000815,2023-02-03,C0081,81.66,retrait,IN,0
T000816,2023-09-19,C0126,38.17,paiement,BR,0
T000817,2023-02-22,C0184,248.97,retrait,DE,0
T000818,2023-07-24,C0092,349.71,paiement,CN,1
T000819,2023-05-06,C0021,21.21,retrait,IN,0
T000820,2023-08-23,C0047,54.85,virement,US,0
T000821,2023-02-12,C0101,30.62,paiement,BR,0
T000822,2023-08-28,C0187,85.52,virement,CN,0
T000823,2023-04-21,C0084,119.7,virement,IN,0
T000824,2023-09-06,C0006,276.32,paiement,CN,0
T000825,2023-05-31,C0147,210.62,paiement,US,0
T000826,2023-07-02,C0185,194.01,achat_en_ligne,BR,0
T000827,2023-12-02,C0197,86.89,achat_en_ligne,CN,0
T000828,2023-04-05,C0131,368.33,achat_en_ligne,CN,0
T000829,2023-01-08,C0001,127.46,virement,FR,1
T000830,2023-12-26,C0058,773.65,virement,CN,0
T000831,2023-07-03,C0124,201.1,achat_en_ligne,FR,1
T000832,2023-10-08,C0166,27.0,virement,BR,0
T000833,2023-07-14,C0015,225.51,virement,IN,0
T000834,2023-12-18,C0162,78.64,paiement,IN,0
T000835,2023-07-14,C0189,231.88,paiement,BR,0
T000836,2023-06-04,C0163,14.44,virement,BR,0
T000837,2023-04-03,C0064,38.45,achat_en_ligne,DE,0
T000838,2023-06-09,C0025,387.22,retrait,BR,0
T000839,2023-03-02,C0024,51.54,achat_en_ligne,CN,0
T000840,2023-05-02,C0012,362.85,retrait,IN,0
T000841,2023-02-20,C0018,65.5,achat_en_ligne,US,0
T000842,2023-10-04,C0015,205.94,paiement,IN,0
T000843,2023-01-05,C0027,236.93,virement,FR,0
T000844,2023-04-02,C0072,143.76,virement,IN,0
T000845,2023-06-19,C0060,72.86,paiement,DE,0
T000846,2023-11-13,C0174,47.82,retrait,BR,0
T000847,2023-01-22,C0145,6.75,retrait,BR,0
T000848,2023-11-22,C0093,72.47,retrait,IN,0
T000849,2023-01-01,C0053,211.78,paiement,US,0
T000850,2023-05-13,C0008,557.11,retrait,US,0
T000851,2023-08-21,C0079,409.91,paiement,DE,0
T000852,2023-01-12,C0027,290.54,achat_en_ligne,FR,0
T000853,2023-12-12,C0174,310.66,achat_en_ligne,IN,0
T000854,2023-02-15,C0050,218.72,paiement,BR,0
T000855,2023-02-03,C0199,60.3,virement,IN,0
T000856,2023-03-19,C0131,475.45,achat_en_ligne,DE,0
T000857,2023-08-06,C0093,222.18,retrait,CN,1
T000858,2023-10-28,C0192,164.4,paiement,CN,0
T000859,2023-03-14,C0172,23.53,retrait,DE,0
T000860,2023-10-09,C0181,118.5,retrait,BR,0
T000861,2023-09-06,C0024,123.37,virement,DE,0
T000862,2023-02-16,C0060,399.85,retrait,BR,0
T000863,2023-05-01,C0122,158.22,virement,US,0
T000864,2023-08-02,C0131,95.74,achat_en_ligne,DE,0
T000865,2023-08-27,C0148,752.72,paiement,BR,0
T000866,2023-02-25,C0046,23.47,retrait,DE,0
T000867,2023-12-16,C0015,109.83,paiement,DE,0
T000868,2023-04-17,C0153,8.59,retrait,BR,0
T000869,2023-11-15,C0199,269.34,paiement,BR,0
T000870,2023-02-17,C0017,500.39,retrait,FR,0
T000871,2023-03-02,C0126,65.71,retrait,DE,0
T000872,2023-12-03,C0084,390.87,retrait,CN,0
T000873,2023-01-26,C0009,69.12,retrait,DE,0
T000874,2023-10-19,C0166,483.31,retrait,DE,0
T000875,2023-09-14,C0176,280.45,retrait,BR,0
T000876,2023-01-08,C0188,326.86,retrait,DE,0
T000877,2023-04-23,C0063,3.63,retrait,IN,0
T000878,2023-12-21,C0117,658.34,retrait,DE,0
T000879,2023-09-10,C0130,259.42,paiement,IN,0
T000880,2023-06-29,C0088,72.7,virement,CN,0
T000881,2023-07-26,C0072,353.68,retrait,BR,0
T000882,2023-10-30,C0139,66.12,virement,DE,0
T000883,2023-05-07,C0064,412.33,retrait,IN,0
T000884,2023-02-25,C0072,23.89,retrait,IN,0
T000885,2023-08-02,C0021,243.27,paiement,IN,0
T000886,2023-01-14,C0018,155.61,achat_en_ligne,US,0
T000887,2023-01-28,C0064,20.3,achat_en_ligne,FR,0
T000888,2023-03-19,C0082,55.39,paiement,CN,0
T000889,2023-08-04,C0110,2.5,virement,DE,0
T000890,2023-12-31,C0095,126.51,achat_en_ligne,US,1
T000891,2023-06-03,C0166,71.7,paiement,DE,0
T000892,2023-01-14,C0032,182.44,paiement,DE,0
T000893,2023-07-06,C0011,70.55,achat_en_ligne,BR,0
T000894,2023-11-08,C0045,71.31,virement,BR,0
T000895,2023-01-07,C0033,271.89,paiement,BR,0
T000896,2023-01-03,C0102,9.87,retrait,US,0
T000897,2023-04-21,C0169,466.39,virement,DE,0
T000898,2023-08-26,C0136,382.47,virement,FR,0
T000899,2023-12-29,C0011,220.41,achat_en_ligne,CN,0
T000900,2023-08-27,C0179,179.9,achat_en_ligne,BR,0
T000901,2023-10-01,C0088,445.69,retrait,BR,0
T000902,2023-10-21,C0041,40.99,paiement,DE,0
T000903,2023-08-15,C0145,16.45,achat_en_ligne,DE,0
T000904,2023-01-15,C0076,54.76,achat_en_ligne,US,0
T000905,2023-07-11,C0121,316.54,virement,US,0
T000906,2023-04-29,C0046,7.06,achat_en_ligne,BR,0
T000907,2023-01-28,C0160,174.84,achat_en_ligne,DE,0
T000908,2023-07-21,C0080,1077.98,achat_en_ligne,FR,1
T000909,2023-02-08,C0054,387.17,achat_en_ligne,CN,0
T000910,2023-09-30,C0086,147.4,virement,DE,0
T000911,2023-08-19,C0092,13.15,retrait,DE,0
T000912,2023-03-27,C0148,356.01,retrait,IN,0
T000913,2023-05-06,C0161,182.75,paiement,US,0
T000914,2023-10-27,C0168,24.42,achat_en_ligne,CN,0
T000915,2023-01-25,C0160,19.71,virement,BR,0
T000916,2023-05-25,C0097,480.76,paiement,DE,0
T000917,2023-01-13,C0002,221.25,paiement,BR,0
T000918,2023-07-31,C0033,353.55,retrait,DE,0
T000919,2023-01-25,C0158,422.36,virement,BR,0
T000920,2023-03-09,C0161,169.62,virement,CN,0
T000921,2023-03-08,C0077,145.73,virement,US,0
T000922,2023-08-21,C0116,112.57,retrait,CN,0
T000923,2023-04-19,C0154,76.24,retrait,IN,0
T000924,2023-05-26,C0150,114.04,retrait,FR,0
T000925,2023-04-21,C0103,297.34,retrait,US,1
T000926,2023-08-16,C0194,184.22,retrait,CN,0
T000927,2023-04-21,C0166,446.1,achat_en_ligne,IN,0
T000928,2023-02-03,C0103,117.17,achat_en_ligne,FR,0
T000929,2023-04-21,C0090,186.83,virement,IN,0
T000930,2023-09-21,C0174,199.56,paiement,DE,0
T000931,2023-08-24,C0122,179.15,virement,DE,0
T000932,2023-03-24,C0143,242.56,paiement,BR,0
T000933,2023-02-11,C0106,54.21,retrait,US,0
T000934,2023-04-11,C0119,143.64,paiement,DE,0
T000935,2023-01-06,C0172,22.01,virement,IN,0
T000936,2023-06-29,C0049,97.07,virement,US,0
T000937,2023-10-09,C0104,133.76,paiement,DE,0
T000938,2023-11-16,C0061,211.24,achat_en_ligne,BR,0
T000939,2023-08-14,C0195,601.28,retrait,CN,0
T000940,2023-11-11,C0123,183.58,retrait,BR,0
T000941,2023-12-31,C0134,272.2,virement,FR,0
T000942,2023-08-17,C0009,141.15,achat_en_ligne,DE,1
T000943,2023-10-16,C0006,201.08,paiement,FR,0
T000944,2023-05-30,C0073,14.71,retrait,FR,0
T000945,2023-10-04,C0103,58.71,achat_en_ligne,IN,0
T000946,2023-07-17,C0160,89.84,retrait,US,0
T000947,2023-03-11,C0041,127.92,achat_en_ligne,IN,0
T000948,2023-04-22,C0114,9.34,achat_en_ligne,DE,0
T000949,2023-01-04,C0008,30.17,virement,FR,1
T000950,2023-12-16,C0072,64.82,retrait,CN,0
T000951,2023-11-27,C0178,711.8,paiement,FR,0
T000952,2023-11-14,C0092,80.5,virement,CN,0
T000953,2023-12-16,C0062,131.57,virement,IN,0
T000954,2023-04-05,C0084,43.66,paiement,IN,0
T000955,2023-06-01,C0062,188.72,virement,US,0
T000956,2023-11-07,C0111,65.89,achat_en_ligne,FR,0
T000957,2023-05-17,C0127,46.38,achat_en_ligne,BR,0
T000958,2023-09-04,C0007,145.37,retrait,IN,0
T000959,2023-08-31,C0084,1.1,retrait,IN,0
T000960,2023-01-31,C0132,1.54,paiement,US,0
T000961,2023-02-09,C0134,49.45,retrait,CN,0
T000962,2023-08-17,C0058,7.48,achat_en_ligne,US,0
T000963,2023-02-05,C0022,22.86,paiement,FR,0
T000964,2023-08-11,C0154,82.76,paiement,DE,0
T000965,2023-01-06,C0127,324.49,retrait,DE,0
T000966,2023-11-18,C0003,169.75,achat_en_ligne,CN,1
T000967,2023-08-08,C0127,143.76,paiement,IN,0
